id,pair_id,message,label,language,split_role,source,source_id,is_synthetic,channel,role,persona,pattern,qc_status,notes
ib_v1_000011,p_006,"Ravi this side, office phone toot gaya presentation se pehle. Client ko 2200 reimburse karna hai meri personal UPI pe: ravi-temp@okaxis. Slack pe mat likhna, client sensitive hai.",IMPERSONATION_SCAM,Hinglish,train,human,,True,whatsapp,scammer,colleague,phone_broken,gold,workplace: personal UPI + secrecy vs portal process
ib_v1_000012,p_006,"Ravi here — client lunch ka 2200 expense portal pe daal dena usual GST bill ke saath. Personal UPI mat use karna, finance reject kar dega.",LEGIT_PERSONAL,Hinglish,train,human,,True,whatsapp,personal,colleague,phone_broken,gold,workplace: personal UPI + secrecy vs portal process
ib_v1_000013,p_007,"Papa mera phone class mein tut gaya. Friend ke Android se msg. Project printout 900 ka hai, is UPI pe bhej do print-now@ybl. Ma'am waiting, call mat karna period chal raha hai.",IMPERSONATION_SCAM,Hinglish,train,human,,True,whatsapp,scammer,child,phone_broken,gold,school printout; legit uses known college shop
ib_v1_000014,p_007,"Papa project printout 900 college shop pe card se ho jayega, jo last time swipe kiya tha. Phone theek karwa lunga weekend pe, abhi UPI ki zarurat nahi.",LEGIT_PERSONAL,Hinglish,train,human,,True,whatsapp,personal,child,phone_broken,gold,school printout; legit uses known college shop
ib_v1_000015,p_008,"Bhai display dead hai, yeh PG wale ke phone se. Wifi recharge 499 khatam, is number pe 499 UPI kar de 9090901234@upi. Warna meeting miss ho jayegi.",IMPERSONATION_SCAM,Hinglish,train,human,,True,whatsapp,scammer,brother,phone_broken,gold,recharge; legit already paid on app
ib_v1_000016,p_008,"Bhai wifi 499 ka recharge maine hi Jio app se kar diya saved card se. PG wale ke phone se paise mat bhejna, kal milte hain.",LEGIT_PERSONAL,Hinglish,train,human,,True,whatsapp,personal,brother,phone_broken,gold,recharge; legit already paid on app
ib_v1_000017,p_009,"Dude phone motherboard gone, borrowed this number. Need 1800 for the repair token, send UPI to 8123456789@paytm now. Don't call this guy's phone, he's angry.",IMPERSONATION_SCAM,Hinglish,train,human,,True,whatsapp,scammer,friend,phone_broken,gold,English-heavy Hinglish; still code-mixed on legit
ib_v1_000018,p_009,"Dude repair shop ne 1800 quote diya, kal tere known UPI pe half split bhej dunga after I check the bill. Yeh mera hi chat hai.",LEGIT_PERSONAL,Hinglish,train,human,,True,whatsapp,personal,friend,phone_broken,gold,English-heavy Hinglish; still code-mixed on legit
ib_v1_000019,p_010,"Mummy phone service centre mein hai. Aunty ke mobile se bol rahi hun. Sabzi + medicine 1600 ho gaya, is UPI pe bhej do 9765432109@ybl. Ghar mat aana abhi, line lagi hai.",IMPERSONATION_SCAM,Hinglish,train,human,,True,whatsapp,scammer,parent,phone_broken,gold,household expenses; no new payee on legit
ib_v1_000020,p_010,"Mummy sabzi aur medicine 1600 ka bill photo bhej rahi hun, tere usual account se jab time ho tab transfer kar dena. Service centre se sham ko phone le lungi.",LEGIT_PERSONAL,Hinglish,train,human,,True,whatsapp,personal,parent,phone_broken,gold,household expenses; no new payee on legit
ib_v1_000021,p_011,"Didi charger melt ho gaya, yeh roommate ka WhatsApp web hai. Metro card 400 top-up kar de 8899001122@okicici pe. Train 10 min mein hai, reply mat karna.",IMPERSONATION_SCAM,Hinglish,train,human,,True,whatsapp,scammer,sister,phone_broken,gold,metro top-up
ib_v1_000022,p_011,Didi metro card ka 400 maine already Paytm saved wallet se kar diya. Roommate ke account pe kuch mat bhejna. Station pe milte hain.,LEGIT_PERSONAL,Hinglish,train,human,,True,whatsapp,personal,sister,phone_broken,gold,metro top-up
ib_v1_000023,p_012,"Priya, mera official handset drop ho gaya cab mein. Temporary personal UPI pe 3500 cab+hotel hold karna: priyahelp@oksbi. HR ko mat mail karna, embarrassing hai.",IMPERSONATION_SCAM,Hinglish,train,human,,True,whatsapp,scammer,colleague,phone_broken,gold,travel claim vs personal UPI hold
ib_v1_000024,p_012,"Priya cab+hotel 3500 ka claim Concur pe daal diya with receipts. Official card use hua, personal UPI ki need nahi. HR mail skip, no issue.",LEGIT_PERSONAL,Hinglish,train,human,,True,whatsapp,personal,colleague,phone_broken,gold,travel claim vs personal UPI hold
ib_v1_000025,p_013,"Bhai phone water damage, yeh naya dual SIM hai. Bike EMI 2700 aaj bounce hogi, is id pe bhej de emi-temp@ybl. Bank wale ko mat call karna, main handle karunga.",IMPERSONATION_SCAM,Hinglish,train,human,,True,whatsapp,scammer,brother,phone_broken,gold,EMI; legit says use existing mandate
ib_v1_000026,p_013,"Bhai bike EMI 2700 auto-debit same account se jayegi jo always se hai. Naya UPI mat banana, bounce nahi hona chahiye.",LEGIT_PERSONAL,Hinglish,train,human,,True,whatsapp,personal,brother,phone_broken,gold,EMI; legit says use existing mandate
ib_v1_000027,p_014,"Yaar display black, voice type se likh raha hun dost ke phone pe. Pizza party ka 2100 pending, 2100@apl pe UPI kar de. Host gussa ho raha hai.",IMPERSONATION_SCAM,Hinglish,train,human,,True,whatsapp,scammer,friend,phone_broken,gold,group pay vs stranger UPI handle
ib_v1_000028,p_014,"Yaar pizza ka 2100 split Google Pay group mein request bhej di, jo hum last month use karte hain. Dost ke personal UPI pe mat bhejna.",LEGIT_PERSONAL,Hinglish,train,human,,True,whatsapp,personal,friend,phone_broken,gold,group pay vs stranger UPI handle
ib_v1_000029,p_015,"Papa screen nahi chal raha, shop assistant ke number se. Exam form 750 last hour hai, is UPI pe 750 bhej do formfee@paytm. Office se mat phone lagana.",IMPERSONATION_SCAM,Hinglish,train,human,,True,whatsapp,scammer,parent,phone_broken,gold,exam fee official portal
ib_v1_000030,p_015,"Papa exam form 750 NTA portal se hi pay kar dena saved card se, jo last year use kiya. Shop assistant ko UPI mat karna.",LEGIT_PERSONAL,Hinglish,train,human,,True,whatsapp,personal,parent,phone_broken,gold,exam fee official portal
ib_v1_000031,p_016,"Didi handset stolen, yeh cafe ke wifi se login kiya. Locksmith 1300 maang raha hai, 1300 UPI kar de 9091987654@ybl. Location share nahi kar sakti.",IMPERSONATION_SCAM,Hinglish,train,human,,True,whatsapp,scammer,sister,phone_broken,gold,legit cancels the money ask
ib_v1_000032,p_016,"Didi keys mil gayi, locksmith ki zarurat nahi. Jo 1300 tu ne socha tha woh save kar, kal coffee pe milte hain mere hi number pe.",LEGIT_PERSONAL,Hinglish,train,human,,True,whatsapp,personal,sister,phone_broken,gold,legit cancels the money ask
ib_v1_000033,p_017,"Mumma phone repair wale ke paas hai. Unke UPI pe 2100 labour bhej do 8123981234@ibl. School se nikal ke unke ghar jaungi, tum call mat karna unko.",IMPERSONATION_SCAM,Hinglish,eval_holdout,human,,True,whatsapp,scammer,child,phone_broken,gold,holdout: repair labour; known family card
ib_v1_000034,p_017,"Mumma phone repair ka 2100 quote note kar liya, ghar aake card se denge jo hum hamesha use karte hain. Unke personal UPI pe abhi kuch mat bhejna.",LEGIT_PERSONAL,Hinglish,eval_holdout,human,,True,whatsapp,personal,child,phone_broken,gold,holdout: repair labour; known family card
ib_v1_000035,p_018,"Ankit here, dropped phone in lift. Using reception desk number. Need 1600 petty cash via UPI to desk-upi@okaxis before 5pm audit. Don't message on Teams.",IMPERSONATION_SCAM,Hinglish,eval_holdout,human,,True,whatsapp,scammer,colleague,phone_broken,gold,holdout: petty cash process vs desk UPI
ib_v1_000036,p_018,"Ankit — petty cash 1600 ke liye usual imprest form fill kar diya. Reception UPI pe mat bhejna, audit fail ho jayega. Teams pe thread hai.",LEGIT_PERSONAL,Hinglish,eval_holdout,human,,True,whatsapp,personal,colleague,phone_broken,gold,holdout: petty cash process vs desk UPI
ib_v1_000037,p_019,"Bhai naya keypad wala phone liya tootne ke baad. Electricity bill 3480 due, is private UPI pe pay kar de bill-pay@ybl warna disconnect. Society uncle ko mat batana.",IMPERSONATION_SCAM,Hinglish,eval_holdout,human,,True,whatsapp,scammer,brother,phone_broken,gold,holdout: utility via official app
ib_v1_000038,p_019,"Bhai bijli bill 3480 BESCOM / app se hi bhar dena saved consumer number se. Private UPI pe bill mat bhejna, receipt nahi aayega.",LEGIT_PERSONAL,Hinglish,eval_holdout,human,,True,whatsapp,personal,brother,phone_broken,gold,holdout: utility via official app
ib_v1_000039,p_020,"Yaar phone brick ho gaya update ke baad. Yeh kake ke number se. Helmet 2500 cash on delivery, UPI kar de 9000011111@paytm. Rider 5 min mein hai, pick up mat karna call.",IMPERSONATION_SCAM,Hinglish,eval_holdout,human,,True,whatsapp,scammer,friend,phone_broken,gold,holdout: COD intercept vs own Amazon order
ib_v1_000040,p_020,"Yaar helmet 2500 Amazon pe hi order kar, saved address se. Kake ke number pe UPI mat karna. Evening ko ride pe milte hain.",LEGIT_PERSONAL,Hinglish,eval_holdout,human,,True,whatsapp,personal,friend,phone_broken,gold,holdout: COD intercept vs own Amazon order
ib_v1_000041,p_021,"Didi accident ho gaya, hospital deposit 8000 abhi chahiye. Yeh dost ka phone hai, UPI kar do 9123456780@paytm. Papa ko mat batana, pehle paisa laga do.",IMPERSONATION_SCAM,Hinglish,train,human,,True,whatsapp,scammer,sister,medical,gold,hard-ish: both medical; scam is deposit+secrecy+borrowed phone
ib_v1_000042,p_021,"Didi checkup normal tha. Medicines ka 700 tere usual UPI pe kal bhej dungi, last Holi wala ID. Tension mat le, call pe already bata diya.",LEGIT_PERSONAL,Hinglish,train,human,,True,whatsapp,personal,sister,medical,gold,hard-ish: both medical; scam is deposit+secrecy+borrowed phone
ib_v1_000043,p_022,"Bhai fever 104, clinic ne 3500 advance maanga test ke liye. Yeh chemist ke number se likh raha hun. 3500 UPI: clinic-adv@ybl. Ghar mat aana, infection faila hai.",IMPERSONATION_SCAM,Hinglish,train,human,,True,whatsapp,scammer,brother,medical,gold,lab advance vs official counter
ib_v1_000044,p_022,"Bhai fever hai, tests 3500 ke around honge — kal lab ke official counter pe card se denge. Chemist ke UPI pe advance mat bhejna.",LEGIT_PERSONAL,Hinglish,train,human,,True,whatsapp,personal,brother,medical,gold,lab advance vs official counter
ib_v1_000045,p_023,"Papa nani ko drip lag raha hai. Staff ke phone se. 12000 ICU hold ke liye is UPI pe bhej do icu-hold@okicici. Visiting band hai, yahan mat aana, sirf paisa bhejo.",IMPERSONATION_SCAM,Hinglish,train,human,,True,whatsapp,scammer,parent,medical,gold,ICU; official billing desk
ib_v1_000046,p_023,"Papa nani stable hain, ICU ka 12000 hospital billing desk pe hi dena jo last admission pe use kiya. Staff ke personal UPI pe kuch mat bhejna.",LEGIT_PERSONAL,Hinglish,train,human,,True,whatsapp,personal,parent,medical,gold,ICU; official billing desk
ib_v1_000047,p_024,"Yaar food poisoning, ER mein hun. 4500 cashless nahi chal raha. Is number pe UPI 8888123412@ybl. Mera phone dead, yeh nurse ka hai, unko call mat karna.",IMPERSONATION_SCAM,Hinglish,train,human,,True,whatsapp,scammer,friend,medical,gold,ER cashless fail vs later split on known UPI
ib_v1_000048,p_024,"Yaar food poisoning thi, discharge ho gaya. 4500 ka bill photo bhej raha hun, jab free ho tere known UPI se half split kar dena. Nurse ko disturb mat karna.",LEGIT_PERSONAL,Hinglish,train,human,,True,whatsapp,personal,friend,medical,gold,ER cashless fail vs later split on known UPI
ib_v1_000049,p_025,"Mumma school infirmary se. Injection 600 ka, warden ke UPI pe 600 bhej do 7000556677@paytm. Class resume ho rahi, abhi call mat lagana.",IMPERSONATION_SCAM,Hinglish,train,human,,True,whatsapp,scammer,child,medical,gold,school infirmary
ib_v1_000050,p_025,"Mumma infirmary ne 600 injection kaha, ghar aake medical card se settle karenge. Warden ke personal UPI pe mat bhejna, school policy ke khilaaf hai.",LEGIT_PERSONAL,Hinglish,train,human,,True,whatsapp,personal,child,medical,gold,school infirmary
ib_v1_000051,p_026,"Neha, I fainted in pantry, clinic next door wants 2800 now. Send to neha-med@oksbi. Don't tell manager, I'll lose the onsite.",IMPERSONATION_SCAM,Hinglish,train,human,,True,whatsapp,scammer,colleague,medical,gold,workplace medical + secrecy vs insurance process
ib_v1_000052,p_026,"Neha pantry mein dizzy hui thi, clinic 2800 insurance se cover hoga. Personal UPI skip karo, HR mediclaim form group mein daal diya.",LEGIT_PERSONAL,Hinglish,train,human,,True,whatsapp,personal,colleague,medical,gold,workplace medical + secrecy vs insurance process
ib_v1_000053,p_027,"Bhai daant toot gaya, dentist 5000 advance. Reception ke QR se mat karna, yeh unka personal 5000@ybl hai jaldi. Dard se call nahi utha paunga.",IMPERSONATION_SCAM,Hinglish,train,human,,True,whatsapp,scammer,brother,medical,gold,dentist POS vs personal QR
ib_v1_000054,p_027,"Bhai dentist 5000 ka estimate diya, Saturday ko unke clinic POS pe card chalega. Personal QR pe advance mat bhejna.",LEGIT_PERSONAL,Hinglish,train,human,,True,whatsapp,personal,brother,medical,gold,dentist POS vs personal QR
ib_v1_000055,p_028,"Didi baby ka vaccine camp, 900 cash nahi chal raha. Volunteer ke UPI 8111222333@ibl pe bhej de. Line se nikalungi nahi, msg pe reply mat kar.",IMPERSONATION_SCAM,Hinglish,train,human,,True,whatsapp,scammer,sister,medical,gold,vaccine camp volunteer UPI is a common scam
ib_v1_000056,p_028,"Didi vaccine 900 government centre pe free / card se ho jayega. Volunteer personal UPI ignore kar, official token le lena.",LEGIT_PERSONAL,Hinglish,train,human,,True,whatsapp,personal,sister,medical,gold,vaccine camp volunteer UPI is a common scam
ib_v1_000057,p_029,"Papa eyesight test, shop ne 2200 frame ke liye abhi UPI maanga 7766554433@paytm. Yeh unka naya number hai, store pe mat aana offer khatam ho jayega.",IMPERSONATION_SCAM,Hinglish,train,human,,True,whatsapp,scammer,parent,medical,gold,optical store pressure
ib_v1_000058,p_029,"Papa frame 2200 ka pasand aaya, weekend ko optical store pe jaake card se lenge. Unke personal number pe UPI mat karna.",LEGIT_PERSONAL,Hinglish,train,human,,True,whatsapp,personal,parent,medical,gold,optical store pressure
ib_v1_000059,p_030,"Yaar stitches 18, pharmacy 1600 ka bill. Compounder ke phone se. 1600 UPI pharma-now@ybl. Blood dekh ke ghabra gaya, aana mat, sirf paisa.",IMPERSONATION_SCAM,Hinglish,train,human,,True,whatsapp,scammer,friend,medical,gold,invoice later vs compounder UPI now
ib_v1_000060,p_030,"Yaar stitches ho gaye, pharmacy 1600 ka invoice WhatsApp pe bhej diya. Tere regular UPI se jab convenient ho tab bhej dena, koi jaldi nahi.",LEGIT_PERSONAL,Hinglish,train,human,,True,whatsapp,personal,friend,medical,gold,invoice later vs compounder UPI now
ib_v1_000061,p_031,"Bhai oxygen cylinder 4200 deposit. Supplier ke driver ke UPI pe 4200@okaxis. Building gate pe wait, security ko mat bolna.",IMPERSONATION_SCAM,Hinglish,train,human,,True,whatsapp,scammer,brother,medical,gold,medical equipment deposit
ib_v1_000062,p_031,"Bhai oxygen supplier ka 4200 deposit unke official GST invoice pe hi dena. Driver personal UPI cancel, gate pe bill check karenge.",LEGIT_PERSONAL,Hinglish,train,human,,True,whatsapp,personal,brother,medical,gold,medical equipment deposit
ib_v1_000063,p_032,"Mummy physio 1800 aaj first session. Trainer ne naya UPI diya 9654123780@ybl. Class start ho gayi, baad mein baat, abhi bhej do.",IMPERSONATION_SCAM,Hinglish,train,human,,True,whatsapp,scammer,parent,medical,gold,physio package via reception
ib_v1_000064,p_032,Mummy physio 1800 package clinic reception se Monday book karenge. Trainer ke personal UPI pe first session mat bhejna.,LEGIT_PERSONAL,Hinglish,train,human,,True,whatsapp,personal,parent,medical,gold,physio package via reception
ib_v1_000065,p_033,"Didi blood test fasting, lab boy ke number se. 1350 UPI labboy@paytm pe warna sample discard. Main OT ke bahar hun, call disconnect kar dungi.",IMPERSONATION_SCAM,Hinglish,train,human,,True,whatsapp,scammer,sister,medical,gold,lab boy classic intercept
ib_v1_000066,p_033,"Didi blood test 1350 lab ke billing window pe hi, jo last thyroid test pe gaya tha. Lab boy ke number pe UPI mat karna.",LEGIT_PERSONAL,Hinglish,train,human,,True,whatsapp,personal,sister,medical,gold,lab boy classic intercept
ib_v1_000067,p_034,"Yaar ambulance 5400 cash nahi le rahe. Driver ke UPI 7317317317@ybl pe abhi. Hospital gate pe hun, siren ki wajah se call nahi uthega.",IMPERSONATION_SCAM,Hinglish,eval_holdout,human,,True,whatsapp,scammer,friend,medical,gold,holdout: ambulance driver UPI
ib_v1_000068,p_034,"Yaar ambulance 5400 ka official receipt aa gaya, insurance claim mein laga denge. Driver UPI skip, billing desk se settle hua.",LEGIT_PERSONAL,Hinglish,eval_holdout,human,,True,whatsapp,personal,friend,medical,gold,holdout: ambulance driver UPI
ib_v1_000069,p_035,"Papa sports injury, coach ke phone se. Ice pack + wrap 950, UPI coach-med@okicici. Ground se nikal nahi sakta, tum stadium mat aana.",IMPERSONATION_SCAM,Hinglish,eval_holdout,human,,True,whatsapp,scammer,child,medical,gold,holdout: sports injury
ib_v1_000070,p_035,"Papa ankle twist hua, wrap 950 ki dawai medical room se mil gayi. Coach ko UPI mat karna, school infirmary slip hai.",LEGIT_PERSONAL,Hinglish,eval_holdout,human,,True,whatsapp,personal,child,medical,gold,holdout: sports injury
ib_v1_000071,p_036,"Papa dialysis slot hold 7000. Technician ke personal QR, 7000 UPI dialysis-slot@ybl. Ward visiting band, sirf transfer karo.",IMPERSONATION_SCAM,Hinglish,eval_holdout,human,,True,whatsapp,scammer,parent,medical,gold,holdout: dialysis slot hold
ib_v1_000072,p_036,Papa dialysis 7000 hospital nephrology counter se prepaid hai jo always se hai. Technician QR ignore karna.,LEGIT_PERSONAL,Hinglish,eval_holdout,human,,True,whatsapp,personal,parent,medical,gold,holdout: dialysis slot hold
ib_v1_000073,p_037,"Papa aaj fees last date 15000. Phone chori ho gaya, dost ke number se. UPI friend-help@okicici pe bhej do. Warden khada hai, jaldi please.",IMPERSONATION_SCAM,Hinglish,train,human,,True,whatsapp,scammer,parent,fees,gold,fees last-date + stolen phone vs official portal
ib_v1_000074,p_037,"Papa fees ka remaining 2000 Monday ko college portal se pay kar dena, last semester wala login. Call pe receipt bhej dunga.",LEGIT_PERSONAL,Hinglish,train,human,,True,whatsapp,personal,parent,fees,gold,fees last-date + stolen phone vs official portal
ib_v1_000075,p_038,"Mumma exam form late fee 2400 aaj 5 baje tak. Coordinator ke UPI 2400@ybl. School se hold kiya hai, ghar mat aana pehle paisa bhejo.",IMPERSONATION_SCAM,Hinglish,train,human,,True,whatsapp,scammer,child,fees,gold,late fee ERP
ib_v1_000076,p_038,"Mumma late fee 2400 school ERP se hi, jo annual fees pe use kiya. Coordinator personal UPI school allow nahi karta.",LEGIT_PERSONAL,Hinglish,train,human,,True,whatsapp,personal,child,fees,gold,late fee ERP
ib_v1_000077,p_039,"Papa hostel mess dues 3800, warden ne naya QR bheja mess-due@paytm. Gate pass nahi milega warna. Unko personally call mat karna, busy hain.",IMPERSONATION_SCAM,Hinglish,train,human,,True,whatsapp,scammer,parent,fees,gold,hostel mess dues
ib_v1_000078,p_039,"Papa mess dues 3800 hostel portal / DD se hi. Warden ke personal QR pe mat bhejna, notice board pe official account hai.",LEGIT_PERSONAL,Hinglish,train,human,,True,whatsapp,personal,parent,fees,gold,hostel mess dues
ib_v1_000079,p_040,"Didi coaching installment 6200 aaj last. Sir ke personal UPI 9810012345@oksbi. Batch se nikaal denge, mummy ko mat batana fail ho jaungi.",IMPERSONATION_SCAM,Hinglish,train,human,,True,whatsapp,scammer,sister,fees,gold,coaching + secrecy toward mum
ib_v1_000080,p_040,"Didi coaching 6200 ka installment unke institute account pe, jo April mein use kiya. Sir ke personal UPI pe mat dena, receipt nahi milta.",LEGIT_PERSONAL,Hinglish,train,human,,True,whatsapp,personal,sister,fees,gold,coaching + secrecy toward mum
ib_v1_000081,p_041,"Papa bus fee 1750, conductor ke phone se reminder. UPI busfee-temp@ybl pe aaj. School office closed, kal late mark.",IMPERSONATION_SCAM,Hinglish,train,human,,True,whatsapp,scammer,parent,fees,gold,bus fee conductor intercept
ib_v1_000082,p_041,Papa bus fee 1750 school transport office ke listed account se. Conductor ke phone pe UPI mat karna.,LEGIT_PERSONAL,Hinglish,train,human,,True,whatsapp,personal,parent,fees,gold,bus fee conductor intercept
ib_v1_000083,p_042,"Papa lab breakage fine 900. Lab assistant ke UPI labfine@okaxis. Practical se pehle clear karna hai, class mein call mat karna.",IMPERSONATION_SCAM,Hinglish,train,human,,True,whatsapp,scammer,child,fees,gold,lab fine chalan
ib_v1_000084,p_042,Papa lab fine 900 college accounts counter pe chalan se. Lab assistant ko direct UPI school handbook ke against hai.,LEGIT_PERSONAL,Hinglish,train,human,,True,whatsapp,personal,child,fees,gold,lab fine chalan
ib_v1_000085,p_043,"Bhai semester exam fee 4100 midnight tak. Temporary student UPI 4100@ybl because portal down. Admin ko mail mat kar, woh ignore karte hain.",IMPERSONATION_SCAM,Hinglish,train,human,,True,whatsapp,scammer,brother,fees,gold,portal down excuse
ib_v1_000086,p_043,"Bhai exam fee 4100 portal down hai toh kal morning official window pe card se. Temporary student UPI skip, screenshot rakh.",LEGIT_PERSONAL,Hinglish,train,human,,True,whatsapp,personal,brother,fees,gold,portal down excuse
ib_v1_000087,p_044,"Papa PTA fund 800 aaj. Class teacher ke personal GPay 800@paytm. Meeting start, unko disturb mat karna sirf UPI.",IMPERSONATION_SCAM,Hinglish,train,human,,True,whatsapp,scammer,parent,fees,gold,PTA fund
ib_v1_000088,p_044,"Papa PTA 800 school circular wale account number pe. Teacher ke GPay pe fund mat bhejna, audit hota hai.",LEGIT_PERSONAL,Hinglish,train,human,,True,whatsapp,personal,parent,fees,gold,PTA fund
ib_v1_000089,p_045,"Papa uniform 2600 shop ke UPI pe 8899776611@ybl, school tie-up hai aaj only. Main shop pe hun, tum aana mat line lambi hai.",IMPERSONATION_SCAM,Hinglish,train,human,,True,whatsapp,scammer,parent,fees,gold,uniform shop pressure
ib_v1_000090,p_045,Papa uniform 2600 authorised school store pe card / listed UPI se. Random shop UPI pe aaj-only offer ignore karna.,LEGIT_PERSONAL,Hinglish,train,human,,True,whatsapp,personal,parent,fees,gold,uniform shop pressure
ib_v1_000091,p_046,"Mumma trip consent money 1500. Incharge ne naya QR trip-upi@okicici. Bus 20 min mein, signature baad mein, pehle paisa.",IMPERSONATION_SCAM,Hinglish,train,human,,True,whatsapp,scammer,child,fees,gold,trip money
ib_v1_000092,p_046,"Mumma trip 1500 school notice ke account pe last date kal hai, koi jaldi nahi. Incharge personal QR nahi chalega.",LEGIT_PERSONAL,Hinglish,train,human,,True,whatsapp,personal,child,fees,gold,trip money
ib_v1_000093,p_047,"Papa re-exam fee 3300 aaj 3 baje window band. Clerk ke UPI reexam@paytm. Office queue se nahi nikal sakta, paisa pehle.",IMPERSONATION_SCAM,Hinglish,eval_holdout,human,,True,whatsapp,scammer,parent,fees,gold,holdout: re-exam clerk
ib_v1_000094,p_047,Papa re-exam 3300 controller of exams ke published UPI / DD se. Clerk personal Paytm pe mat bhejna.,LEGIT_PERSONAL,Hinglish,eval_holdout,human,,True,whatsapp,personal,parent,fees,gold,holdout: re-exam clerk
ib_v1_000095,p_048,"Didi library overdue 450, librarian ne personal UPI libfine@ybl diya. ID card hold hai, mummy ko mat batana late fees ki wajah se.",IMPERSONATION_SCAM,Hinglish,eval_holdout,human,,True,whatsapp,scammer,sister,fees,gold,holdout: library fine + mild secrecy on scam
ib_v1_000096,p_048,"Didi library 450 portal fine se clear hoga same student login se. Librarian personal UPI against rules hai, mummy ko tension dene ki zarurat nahi.",LEGIT_PERSONAL,Hinglish,eval_holdout,human,,True,whatsapp,personal,sister,fees,gold,holdout: library fine + mild secrecy on scam
ib_v1_000097,p_049,"Yaar gaadi kharab highway pe, 3000 mechanic ko. Naya number SIM kho gaya. 3000 UPI 9090909090@ybl. Battery 2% call mat karna.",IMPERSONATION_SCAM,Hinglish,train,human,,True,whatsapp,scammer,friend,stranded_friend,gold,highway mechanic vs cancelled trip repayment
ib_v1_000098,p_049,"Yaar trip cancel, jo 1500 advance tha tere same UPI pe raat tak wapas. Location share kar dunga jab nikalun, yeh mera hi number hai.",LEGIT_PERSONAL,Hinglish,train,human,,True,whatsapp,personal,friend,stranded_friend,gold,highway mechanic vs cancelled trip repayment
ib_v1_000099,p_050,"Dude missed last train, hotel 2200 asking UPI on 8112233445@paytm. Using station wifi, this is a borrowed phone. Don't call, uncle will shout.",IMPERSONATION_SCAM,Hinglish,train,human,,True,whatsapp,scammer,friend,stranded_friend,gold,missed train hotel
